Vertices,BBCLE,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,1.176666666666667,0.9666666666666669,0.9666666666666669,1.086666666666667,
5,1.0,1.1033333333333333,1.0633333333333332,1.0233333333333334,1.1233333333333333,
6,1.0,1.144,0.9716666666666665,0.9696666666666666,1.0906666666666667,
7,1.0,1.1070000000000002,1.0405079365079366,1.0010079365079365,1.0547777777777778,
8,1.0,1.1122334054834058,0.9764397546897547,0.9789000721500724,1.028563492063492,
9,1.0,1.0437506937506935,0.9924475524475521,0.9656786546786543,0.9957084027084028,
10,1.0,1.040374866146925,0.9445176596279539,0.9330607807225456,0.9867665741121625,
11,1.0,1.0258725703261309,0.9715629090551688,0.947751966815434,0.9785029999240527,
12,1.0,1.0094825280809936,0.9108440020549388,0.9127340881320957,0.9481237000838358,
13,1.0,0.9988154229967718,0.9544907558514898,0.9369058888132085,0.9486925129150161,
14,1.0,1.0039237612964862,0.9251345930675714,0.9143963101199138,0.9411090299771068,
15,1.0,1.0065599644635306,0.9306324334244637,0.9116485555706497,0.9335206928890253,
16,1.0,0.9887437647139761,0.9014440167728754,0.8937823140567229,0.9105685043311006,
17,1.0,0.9771363487345556,0.923386528525667,0.9044400856469827,0.9208945246960039,
18,1.0,0.9967041879458282,0.9040913213726616,0.9114122660444159,0.9212535084680369,
19,1.0,0.9787474686187879,0.9089017629044234,0.9011585784579131,0.904352166676474,
20,1.0,0.9694157021208271,0.9041914829412324,0.8911040562792739,0.9079101645591527,
21,1.0,0.9541223568431607,0.8940131463966022,0.8928852101116391,0.8899466165714256,
22,1.0,0.967406943126848,0.8949514889358363,0.8897206357666441,0.9025552540283358,
23,1.0,0.9496436065561299,0.8958795543878343,0.8908897417397108,0.8887962021962644,
24,1.0,0.9590913269885969,0.8825845334768253,0.8741092916979895,0.8842163707468338,
25,1.0,0.9590303128132837,0.8931711015864796,0.8776752678144025,0.887661735605639,
26,1.0,0.9496434045440277,0.8736115401060925,0.8618888928950181,0.8758630513492696,
27,1.0,0.9559602688705229,0.8798244027255252,0.8662720504976416,0.8672620889173379,
28,1.0,0.9527858889223542,0.8678911392408685,0.8543654697680503,0.8699023496268304,
29,1.0,0.9310231559169432,0.8758295928611127,0.8693534268242148,0.8828043347992717,
30,1.0,0.9519692571010583,0.8633984500434253,0.85955279606367,0.8713817493062683,
31,1.0,0.9613897283424352,0.8753707781627302,0.8555958007162568,0.8605593431112737,
32,1.0,0.9336910988721256,0.858443740422388,0.8592979043434922,0.8668762326986859,
33,1.0,0.9368141791537523,0.855300335022363,0.8465287241065644,0.85556055958074,
34,1.0,0.935923110291183,0.8557956922798455,0.8507039070150992,0.8583832729830906,
35,1.0,0.9343317398801944,0.8565123425924425,0.8519504244573514,0.8609726743343454,
36,1.0,0.9267821252306366,0.8472519959049231,0.8415088419328103,0.8683174737457807,
37,1.0,0.9283128177731191,0.848897763845057,0.8454803738633355,0.8496565785483747,
38,1.0,0.929762985192289,0.848926980643555,0.8417247902145059,0.8581347240180841,
39,1.0,0.921553592734197,0.8370632900889696,0.8386228564092272,0.8435686738500491,
40,1.0,0.9390968584913492,0.8417436834763682,0.833176258921531,0.8388774890759316,
41,1.0,0.9135035003220243,0.8403749243004333,0.833683162717098,0.8512992417682362,
42,1.0,0.9194004392095565,0.8250806667736584,0.8264961709215329,0.8351370775106157,
43,1.0,0.9261201674663428,0.8402422691119282,0.8309883742220802,0.8457290216484437,
44,1.0,0.9079802960908533,0.8270983089827175,0.8244982000135629,0.8429937732169747,
45,1.0,0.9202972740992733,0.8265510511177127,0.8229524583165473,0.8330331805471584,
46,1.0,0.91729654930237,0.820362178089287,0.8204711727099305,0.8337386189062431,
47,1.0,0.92343367360917,0.8320304933044099,0.8200870412814761,0.8348690799094011,
48,1.0,0.9152870700408791,0.8270130876880714,0.8260354376636289,0.8545775570916304,
49,1.0,0.9179895007000844,0.821571746303618,0.8128263099802101,0.8337680033401638,
50,1.0,0.8916619427214445,0.815065972904125,0.806974831098086,0.8375542729896508,
